answer_id,level,comment_id,parent_id,author_name,gender,ip_location,like_count,created_at,content
3493855000,1,10880299820,0,Ted,未知,广东,743,2024-05-16 11:39:03,<p>原来会用大模型就是大模型专家[赞]</p>
3493855000,1,10883911982,0,starynight,未知,上海,170,2024-05-21 11:11:48,哈哈，有些调参侠都称呼自己大模型专家，curd侠都称呼自己大数据专家。
3493855000,1,10875959199,0,霹雳大喇叭,未知,广东,57,2024-05-11 15:22:15,对程序员来说，这是最好的时代，也是最坏的时代。人人应有尽有，人人一无所有。我们正走向天堂，我们正走向相反的方向。查尔斯.狄更斯果然是个预言大师[大笑]
3493855000,2,10911364631,10875959199,很怪,未知,广东,1,2024-06-21 10:02:17,奇点快来了，分技术蛋糕的时代要到了
3493855000,2,10992158313,10875959199,神经蛙,未知,广东,1,2024-09-15 12:10:12,只有技术蛋糕吗，自媒体，直播带货不是都有吗[蹲]
3493855000,1,10880199994,0,我很急,未知,上海,61,2024-05-16 21:16:09,这就是为什么国人最喜欢做UI[惊喜]
3493855000,2,10992418042,10880199994,神经蛙,未知,广东,5,2024-09-15 12:11:45,外面改改UI，里面直接接入 直接用，直接抄，可比自己做容易得多[蹲]
3493855000,1,10882060250,0,Perseus,男,湖北,47,2024-05-19 10:04:30,国内只有投机专家没有大语言模型专家
3493855000,2,10910383950,10882060250,猛男,男,湖南,0,2024-06-20 14:08:36,<p>不是大语言模型是AI大模型</p>
3493855000,2,10926807366,10882060250,will,未知,上海,9,2024-07-07 23:46:26,<p>AI 这个需要的专家可以说是数学家和语言学家。<br>AI 模型的底层是矩阵乘法，谁能大幅提高矩阵乘法，那可以说对AI发展会有深远影响。这个是数学家的事。<br>各个语言训练的周期是不同的，比如中文，本身一词多意，一字多意，相同的数据采集情况下，训练会比英文需要更长的周期。不同的语言应该有不同的训练周期，这个是语言学家的事。我不是说英语是最好的训练语言，目前从世界文献量的角度来看，英语应该是最合适的。 <br>其他的编码和解码，本质是翻译，这个速度感觉没法提高太多。<br>现在的AI 模型就是 文本输入 -&gt; 编码成英语 -&gt; AI 矩阵训练 -&gt; 英文结果 -&gt; 转码成对应语言，猜想Open AI 应该也是这个逻辑。</p><p>数据采集翻译这个是计算机的事，但这两个没有谁说自己会做就是专家的。不过现在的专家很便宜，说了应该也没事。</p>
3493855000,1,10910407871,0,郑仲奇,未知,北京,14,2024-06-20 12:27:49,这不就是拿来主义吗？芯片卡脖子还没结束就忘了？无非是教你怎么挣快钱罢了[大笑]然而教人挣快钱的往往都是想割韭菜的
3493855000,1,10890209899,0,花开·莫之弃,男,北京,10,2024-05-28 16:56:01,<p>不如直接去钻研PPT能力</p>
3493855000,2,11117434479,10890209899,精神病院林主任,男,福建,2,2025-02-23 16:34:49,现在PPT都AI搞定了[惊喜]专家含金量还有待降低
3493855000,1,10882689981,0,孤独的鳄鱼a,未知,河南,7,2024-05-20 09:38:15,<p>应该下大力气学习数学和英语</p>
3493855000,1,10911598309,0,哈哈哈,女,上海,6,2024-06-21 10:54:41,<p>[发呆]虽然这哥们在买课，家人们上海深圳还真有俩我熟的公司在搞这套路线，都是去年开始的</p>
3493855000,2,11071987530,10911598309,星河滚烫,未知,上海,1,2024-12-24 15:00:00,<p>没事不用解释，  知乎这群人自命不凡觉得都是掉包有啥好了解和研究的  给他们装的</p>
3493855000,1,10933270216,0,知乎人,未知,浙江,2,2024-07-15 07:59:56,这是时代的趋势吗？要抓住
3493855000,1,10945254643,0,SweetySmile,未知,四川,2,2024-07-27 03:31:45,很符合国内对专家的定义[大笑][大笑][大笑]
3493855000,1,10927035637,0,垃圾君,男,北京,1,2024-07-08 16:33:46,<p>抛去夸张的成分，用答主这个思路玩玩AI倒也是不错的切入点。</p>
3493855000,1,10920177843,0,武陵真人,未知,北京,1,2024-06-30 14:24:02,掉包虾
3493855000,1,11063198682,0,彭佳佳,男,湖北,1,2024-12-12 17:55:15,钻研个🔨，35岁一样回家
3493855000,1,10955141209,0,幻羽,未知,浙江,1,2024-08-07 01:37:06,prompt有个鸡毛的门槛，我家的狗都能写。大模型最重要的还是模型能力
3493855000,1,10916273046,0,薛小宇,女,上海,1,2024-06-26 09:41:35,<p>“一开始卖gpt套壳，。。。，然后有企业开始带着不同的需求找他”真的太真实了！套壳就是新产品，卖出新高度</p>
3493855000,1,10879309423,0,Yanruyan,未知,广东,1,2024-05-15 10:01:55,<p>说的在理</p>
3493855000,1,10898386029,0,Frank,未知,浙江,0,2024-06-07 08:46:58,<p>我觉得专研prompt能力，不会prompt的插画师将会逐渐失业。当然至少能看得懂代码，至少对AI输出成果能够判断。</p>
3493855000,1,11261873479,0,Valanki,男,重庆,0,2025-08-15 21:03:25,成王败寇
3493855000,1,11250290032,0,九门,男,浙江,0,2025-08-05 07:55:46,只要不出库，就会一直被裹挟着前进，说的太好了[感谢]
