answer_id,level,comment_id,parent_id,author_name,gender,ip_location,like_count,created_at,content
2882493046,0,0,0,無心飛翔,男,,651,2023-02-08 12:20:35,"【问题】ChatGPT 已经对程序员造成了什么影响？
【回答】
影响非常大，不要去纠结chatgtp是否能代替程序员。现在首当其冲的问题是，在chatgpt和copliot的加持下，接下来高水平程序员的产量会成倍的增加。叠加行业不景气，大量低水平程序员会面临很大的困难。
目前chatgpt结合copilot大概能让高水平程序员产出翻倍，随着工具链的进一步完善，很可能提高五倍。那么一个高水平程序员通过ai的辅助和加持，会淘汰十个只会简单重复的码农。
另外一个话题是，和绘图的提示词工程一样，ai写代码的适配工程还刚开始，怎么指挥语言模型写代码其实都还刚开始研究。所以大家应该尽可能把想象力提高些，参照ai绘图。另外指挥的好ai的程序员，未必一定是独立写代码能力最强的，接下来的竞争会很残酷。
好消息是，单个全栈程序员，独立折腾出较为复杂的完整产品会变的很容易。出现有意思的创造性产品的机会开始多起来。"
2882493046,1,10438951218,0,王大力,男,北京,85,2023-02-08 18:35:01,<p>认同这个观点，利好高水平开发者和独立全栈开发者</p>
2882493046,2,10448012617,10438951218,炼狱,未知,北京,9,2023-02-16 15:35:57,<p>那么问题来了，高水平的开发者不是从码农做起来的吗[发呆]</p>
2882493046,2,10457549791,10438951218,momo,未知,吉林,1,2023-02-27 16:02:34,不是，就像梅西出道就是巴萨，而不是从业余联赛一步步打上来。大佬的新手期基本是99%普通人的事业巅峰。[飙泪笑]
2882493046,1,10439728228,0,通灵猫,未知,广东,61,2023-02-09 09:52:15,不太可能，一个中型系统的设计文档都普普通通一两百页，无论是让它写还是让它照着做，都不靠谱。<br><br>重点在于，它无法通过主动沟通来补充信息，一旦给它喂的信息覆盖不了需求，它就会一本正经地乱答，想想这在编码中意味着什么
2882493046,2,10440142214,10439728228,心流永恒,未知,广东,5,2023-02-09 10:10:42,意味着你没有把你的系统模块化，以及过于贪心地想要它干100%的活[思考]
2882493046,2,10440430708,10439728228,通灵猫,未知,广东,13,2023-02-09 10:21:24,要是你这个玩意只能做这些低级工作，就不要吹得那么响。招几个毕业生有多难？甚至用上了这个东西后对需求和设计文档的质量提出了更高的要求，增加了高级码农的负担，简直是得不偿失。
2882493046,1,10441054263,0,而是饵而已,男,陕西,53,2023-02-09 16:37:43,<p>竟然有人认为高水平的人产出时间会浪费在写低级代码上。。。</p>
2882493046,2,10502660890,10441054263,苍赢王,女,广东,1,2023-03-17 07:43:46,有，深圳软件园大多数都这样（误）
2882493046,2,10505560711,10441054263,海海,未知,广东,7,2023-03-20 01:16:17,<p>这个世界上也没有那么多高级代码让你写啊，大部分人不管高水平还是低水平照样要写一大堆所谓低级代码。其实我到是觉得所谓低级的业务相关代码反而更不容易被取代。这玩意流程千变万化，要天天和产品经理各种扯皮。</p>
2882493046,1,10440667130,0,東京都内波奇酱,男,江苏,42,2023-02-09 12:01:44,按照软件工程的理论，一个AI写的代码需要十个AI帮忙debug，一百个AI帮忙测试[惊喜]
2882493046,2,10440644554,10440667130,数启信息服务,男,广东,5,2023-02-09 16:14:02,然后帮忙debug的ai又产出bug
2882493046,2,10440892688,10440667130,不好的评论我会删,未知,日本,4,2023-02-10 00:43:01,bug无穷尽也[捂脸]
2882493046,1,10440631507,0,chen kyle,男,澳大利亚,34,2023-02-09 03:54:45,"<p>乐观的人，总是觉得，“我还是有点用的”，我可以指挥AI画图，我可以指挥AI写代码。。。</p><p>但其实，把“想要的东西”转化为关键词或构架描述，传达给AI，这个“中间人”的职位，简直太适合用AI来实现了，最多撑个两三年，就淘汰了。</p><p>在不久的几年后，当一个普通人通过嘴巴描述就能产生整个全栈复杂产品时，1, 会编程会代码反而成了人生中的劣势（相对于搞推销的，接地气的，写科幻小说的）。2, 所有软件产品都不值钱，你构造出了一个伟大产品，一小时后我家楼上的王大爷就做出了5个一模一样的。</p>"
2882493046,2,10439934888,10440631507,Kafgra,男,湖南,64,2023-02-09 08:39:47,<p>ai，我想要内个效果，对，就是内个，快给我写出来</p>
2882493046,2,10439994219,10440631507,尾巴,男,重庆,6,2023-02-09 09:09:06,<p>ai主要是实现成本低，发展到后面估计就是客户一直按生成键选一个顺眼的了，所谓的需求沟通能力根本不值一提。</p>
2882493046,1,10439640941,0,很蓝的啦,未知,美国,27,2023-02-09 12:52:27,哪家公司的逻辑业务代码能用copilot辅助生成啊（你是说简单的前端代码吗？ 那复制粘贴还更快一点）
2882493046,2,10503226227,10439640941,luke,男,浙江,1,2023-03-17 16:04:40,<p>业务逻辑还是程序员提供，实现逻辑的函数可以推荐，算法可以生成代码，这些就能提供好几倍的效率提升了</p>
2882493046,1,10440321351,0,知乎用户Grreva,女,四川,19,2023-02-09 17:38:16,有没有一种可能，限制高水平程序员产量的不是敲代码的速度，而是想代码该怎么写的过程[好奇]
2882493046,2,10441322940,10440321351,無心飛翔,男,河南,6,2023-02-09 22:36:19,ai工具链解决的就是代码怎么写的问题，把需要写什么代码的工作留给程序员。
2882493046,2,10442137673,10440321351,张Ender,未知,云南,7,2023-02-10 18:12:32,<p>他想表达的应该是写需求，你说的应该是把需求从人类语言转换成代码语言。后者本来就不难，前者才是难点。</p>
2882493046,1,10440204086,0,三才天地人,未知,上海,21,2023-02-09 11:47:52,程序员本身的价值没那么大，是依托于业务，依托于商业模式的程序员才能创造大的价值。现在的问题是经济不好，商业模式，业务的急剧收缩，不给试错机会了。<br><br>在当下的大环境下，只能是内卷严重了，
2882493046,1,10440372863,0,sank,未知,安徽,17,2023-02-09 10:17:56,<p>我想让ai 重写下 ffmpeg 里的  h.265 解码算法，麻烦你告诉我怎么做</p>
2882493046,2,10442406797,10440372863,茶茶,男,北京,12,2023-02-11 01:45:28,<p>他会帮你去谷歌上搜一下，然后发一个点赞最多的给你</p>
2882493046,2,10442247238,10440372863,NULL,男,江苏,0,2023-02-11 15:07:30,自己上去问不行，这里瞎问干什么，你问的好它答的准
2882493046,1,10441533210,0,大仙二百斤,男,河北,14,2023-02-10 09:30:01,<p>为啥总会有人觉得这玩意会取代程序员？不应该是程序员帮着这玩意儿去取代其他职业么？比如天天不断造谣传谣再辟谣的唯恐天下不乱自媒体们</p>
2882493046,2,10441515574,10441533210,無心飛翔,男,河南,2,2023-02-10 16:03:16,不是取代程序员，而是极大提高程序员生产力，特别是高水平程序员的生产力。那么在研发需求端没有大增长的前提下，会有很多低水平程序员失业。
2882493046,2,10444899016,10441533210,大仙二百斤,男,河北,1,2023-02-13 17:38:26,<p>我跟你看法恰恰相反，我认为高水平程序员用不上，低水平程序员只是多个工具而已也不一定用，但更大可能会因为这个一些周边产品而增加就业。如果这玩意真的能发展起来的话。</p>
2882493046,1,10440286108,0,778899,男,北京,10,2023-02-09 10:43:46,<p>汽车出现后宣扬马车不可替代，电力出现后宣扬化石燃料稳定成本低，互联网出现抨击信息毒害儿童，搜索引擎出现还抱着门户网站。社会认知总是和技术进步脱节的，而且会有反作用。毕竟大部人关心的是自己手里的技术能不能让自己活着，而不是真的关心技术本身是不是能推动社会的发展。</p>
2882493046,2,10496739444,10440286108,刘续,男,安徽,4,2023-03-10 15:32:06,前段时间绘画ai出现后，程序员在群嘲画师。<br>现在程序员自己要被替代啦[飙泪笑]
2882493046,2,10503959117,10440286108,ABCDE,男,浙江,0,2023-03-18 19:04:16,对程序员来说，这也是一件好事情[捂脸]
2882493046,1,10496360209,0,刘续,男,安徽,11,2023-03-10 15:25:13,看看，自绘画行业之后，程序员也开始抵制AI了[惊喜]<br>果然是我真的有一头牛系列
2882493046,2,10504062717,10496360209,静夜思玄,未知,广东,0,2023-03-18 09:08:28,AI生成的画百度不出来，但AI生成的代码都是可以百度出来的，什么时候AI能在抽象思维方面无中生有再来说取代程序员吧。
