answer_id,level,comment_id,parent_id,author_name,gender,ip_location,like_count,created_at,content
1950531221621813759,0,0,0,Lazenca,男,,5336,2025-09-14 12:08:02,"【问题】ai 已经能编出很完美的程序，程序员这个行业以后是不是会消失？
【回答】
《代码有一点bug 你修一修》《我不要部分代码 你把修改后的完整代码发给我》《你的代码还是有问题》《那你重新改，把改好的完整代码给我》《不是刚刚还能跑 怎么现在跑都跑不了了？》《你没听懂我的意思吗？不要改变我原来的代码》
《不要给我打印任何调试功能》《我没让你做的 你就别做》《给我生成完整代码》《用中文回答我》《我让你做的功能哪去了》《听不懂人话是吧》
《不要给我省略代码》《给我完整的代码》《我让你写的是完整代码 不是部分函数》《我的意思是让你改进我的代码，不是重新写一个新的代码》《你怎么就听不懂啊》《都说了参考我之前的代码》《新的代码运行不了 给我回去之前的版本》《都说了回退版本 你怎么给我写新代码了》《都说了用C嘎嘎 你怎么给我用Python》《请不要添加不必要的注释》《请不要修改我原先的代码基本逻辑》
《帮我修改代码》《在我的代码上修改…》《不要改我的变量名!!!》《你写的代码有问题 跑不了!》《不要改原有的函数名啊啊啊》《超尼玛你个非物》
《不要污染我的变量》《不要修改我原来的代码》《不要添加额外的功能》《只生成我让你生成的部分》《不要只生成框架 生成完整代码》哎呀，逗逗大家的，这是偷的段子，我觉得cc用下来写的还是蛮好的，最近尽琢磨上下文工程了，感觉AI已经把我代替了。"
1950531221621813759,1,11288367131,0,油焖大虾丶丶,未知,广东,1644,2025-09-14 14:11:30,你还是没懂我的意思
1950531221621813759,1,11288547810,0,Brhino,未知,湖北,223,2025-09-14 18:11:15,你是真用过ai编程[笑哭]
1950531221621813759,1,11288084896,0,七弦声冷,未知,江苏,251,2025-09-14 19:32:36,“你说得对，我发现了这个错误！让我们…”
1950531221621813759,1,11288582947,0,我从不骗人,男,广东,716,2025-09-14 19:59:56,原来大家都这样啊，那我就放心了[看看你]
1950531221621813759,1,11288378038,0,刘廿,男,湖北,301,2025-09-14 20:53:38,你说得对，我发现了这个问题，让我来修正他[思考]
1950531221621813759,1,11288465944,0,pansz,男,湖北,1486,2025-09-14 22:05:59,你是真用过ai的[赞同]
1950531221621813759,1,11288588661,0,一点儿都没了,女,海南,772,2025-09-14 22:37:12,相信我，这一定是我们的最后一次调试了，我们离成功只有一步之遥，这是我们的终极解决版...
1950531221621813759,1,11288614573,0,青椒五香酱油牛肉,男,江苏,359,2025-09-14 22:44:43,不要写伪代码[飙泪笑]不要自己部署运行环境[飙泪笑]不要删我业务代码[飙泪笑]不要固执地写md文档[飙泪笑]你这个依赖库自己发明的是吧[飙泪笑]
1950531221621813759,1,11288843691,0,安娜·科穆宁娜,女,湖南,253,2025-09-15 01:30:50,有时候我会反思，总觉得自己像那种不可理喻的甲方和产品经理一样：“是不是我的要求提得不够具体不够好？”<br>但红温几次之后我就看开了——AI真的听不懂人话[捂脸]
1950531221621813759,1,11288787180,0,幻梦,男,江苏,350,2025-09-15 01:54:07,"<a href=""https://picx.zhimg.com/v2-b6b7aded4c245533d0e4a698ec009c8a_qhd.png?source=1d2f5c51"" class=""comment_img"" data-width=""886"" data-height=""707"">查看图片</a>"
1950531221621813759,1,11288645090,0,鬼人再不斩,未知,广东,121,2025-09-14 23:36:12,《用中文回答我》这喷不了，文心一言，我说的就是你
1950531221621813759,2,11289478552,11288645090,f23309b8c7a6,男,广东,6,2025-09-15 16:23:13,ds也这样
1950531221621813759,2,11289134346,11288645090,三斤九两,未知,上海,3,2025-09-15 18:35:35,<p>豆包也一样</p>
1950531221621813759,1,11288280827,0,The Finder,男,广东,105,2025-09-14 15:25:13,已经开始生气了[生气]
1950531221621813759,2,11288558450,11288280827,你好,男,北京,1,2025-09-15 00:33:02,我后面就开始骂他了[酷]
1950531221621813759,2,11290285490,11288280827,杰洛,男,广东,6,2025-09-16 15:24:08,<p>越骂越气，因为对方毫无反应[为难]</p>
1950531221621813759,1,11288966063,0,柳喵喵,男,山西,90,2025-09-15 08:37:02,<p>开始我也这样，后来发现如果它的回答达不到预期，最好的办法不是纠正他，而是直接废弃掉上一条对话，修改你前边的提示词，把要求加在前边，保持正确记忆，不受错误影响。</p>
1950531221621813759,2,11289209175,11288966063,洛丹的夏天,未知,广东,1,2025-09-15 13:44:38,<p>思路清奇</p>
1950531221621813759,2,11288839740,11288966063,知乎用户d,男,山东,18,2025-09-15 17:53:02,实际就是这么用，AI会强行关联前面的对话，哪怕你告诉他不用管前面，AI也会在那分析你为什么不让它关联前面，所以最好就是新开对话
1950531221621813759,1,11288598229,0,Pandora备用号2,女,广东,82,2025-09-15 07:55:00,"<p>《嗯，你说的对！》</p><p>《对不起！我确实删减了其他核心代码！》</p><p>《嗯，这个测试似乎遇到了一些问题，不过没有关系，我调整一下测试脚本，使其更集中于核心代码的功能实现》</p><p>————————</p><p>直接来个《八荣八耻》吧</p><a class=""comment_img"" href=""https://picx.zhimg.com/v2-af88fc314287996c51f26706cc00d6e6_qhd.jpg?source=1d2f5c51"" data-width=""690"" data-height=""524"">[图片]</a>"
1950531221621813759,2,11288805013,11288598229,洛丹的夏天,未知,广东,1,2025-09-15 13:52:53,笑死了
1950531221621813759,2,11289399962,11288598229,超爱oo子,男,广东,0,2025-09-15 19:41:22,什么神图[飙泪笑]
1950531221621813759,1,11288615140,0,GaaS,未知,广西,58,2025-09-14 23:04:17,"如图 <a class=""comment_img"" href=""https://picx.zhimg.com/v2-5392345c8c4819f7b273cf8ee3dcef7f_qhd.jpg?source=1d2f5c51"" data-width=""415"" data-height=""667""> 查看图片</a>"
1950531221621813759,2,11288210312,11288615140,臭写服务器的,男,北京,40,2025-09-15 00:32:23,道歉完再犯同样的错[尴尬]
1950531221621813759,2,11289082735,11288615140,鬼人再不斩,未知,广东,16,2025-09-15 09:35:53,调成啥了
