bv_id,oid,level,root_rpid,rpid,parent_rpid,uid,uname,user_level,ctime,like,message
BV1d5ntzuEbA,115263248865472,1,277093860464,277093860464,0,22199148,-Java-,6,1758779500,315,ai只是个裁员借口，把前端都裁了意味着这个项目没增量了，下一步一般就是裁整个团队了。为什么我这么肯定，因为我自己用ai开发只能到勉强能用的地步，好一点的gpt5才能做到按照你制定的规范开发，差一点的都是直接抄一个差不多的功能偶尔按照代码规范。而且按照规范并不等于代码可读性强可方便增加新功能，这跟整体的项目结构有关。更何况ai能替代人类分析功能需求，核心功能比如我之前开发过的一整套点餐会员优惠下单支付的这里面的任何一个功能模块ai都能写个大概但是整体上却不能用，因为这些个页面设计一堆支付场景非常复杂而且是环环相扣不能出任何问题，给ai写ai连需求都分析不清楚。
BV1d5ntzuEbA,115263248865472,2,277093860464,275636440913,277093860464,1525355,极海Channel,6,1758781983,12,[思考]
BV1d5ntzuEbA,115263248865472,2,277093860464,277098094800,277093860464,328920306,咸鱼卷卷__,6,1758783146,0,bro，你的意思是说，大模型在参数过多的情况下，产出的东西错漏比较多？
BV1d5ntzuEbA,115263248865472,2,277093860464,277103110256,277093860464,22199148,-Java-,6,1758787468,17,"回复 @咸鱼卷卷__ :我的理解是好一点的模型如gpt5能够理解a-b-c的逻辑，比如假设有三个页面点餐，付款，查看订单。但是他是做不了a123-b123-c123这种网状情况的，比如收银台上有点餐有直接点的，有绑定会员的，有小程序点单同步到收银台的，付款有在收银台结账也有小程序支付，场景有扫码支付银行卡优惠券等等，订单页还有回退结账状态就是订单再退回结账前。
我这些逻辑整理好告诉ai，它无法输出可用的代码。
油管上说是ai受到token上下文长度影响非常大，随着上下文长度变长它的表现会急剧下降，有时会写了后面忘前面。我自己使用的情况在简单页面比如列表页，ai表现优秀，但是涉及到多个页面每个页面还有多组件，我觉得我把逻辑讲的很清楚了ai却不能理解。"
BV1d5ntzuEbA,115263248865472,2,277093860464,275644039473,277093860464,357091685,NOVTIA,6,1758788886,17,回复 @-Java- :这就是你不会用先有的ai，你以为的ai是说出需要，ai就给你全部写完，但是现阶段的ai根本就不能完成复杂任务，一般来说都是用ai辅助，就比如你说的这些场景，这就是一个个模块，你应该让ai一个个模块开发出来，而不是全部发给它。
BV1d5ntzuEbA,115263248865472,2,277093860464,275668790321,277093860464,85742461,梅德启明子,6,1758806144,6,回复 @NOVTIA : 确实是这样，但这样又会出现代码规范，框架，页面间交互逻辑的问题，可以说这种问题是完全无法避免的，到目前为止最理想的方案就是让AI只完成前端界面，逻辑自己填，要不然出现的问题会改到你抓狂
BV1d5ntzuEbA,115263248865472,2,277093860464,277187125792,277093860464,691798407,ideal-cs,5,1758863628,0,还会留后端技术团队负责运维支持的
BV1d5ntzuEbA,115263248865472,2,277093860464,277196975168,277093860464,99063040,卡提西亚兔子,6,1758871791,8,其实ai写前端的前提是你完全理解ai写的代码并能够纠错与不断调整，只能说用来提效，大部分简单业务逻辑ai写起来更快质量更好了。但是完全依赖ai替代整个前端开发工作是不合理也不稳定的，特别是大型项目动则几十万几百万行的代码，ai完全无法理解这么多的上下文(来自一个前BT两家公司文档前端的体验
BV1d5ntzuEbA,115263248865472,2,277093860464,277396929600,277093860464,19256821,catppzero,6,1759042959,0,是其中一个buff，【罗曼·扬波尔斯基博士：这是2030年仅存的5个工作岗位！ 【附文稿】】 https://www.bilibili.com/video/BV1t6amzVEsn/?share_source=copy_web&amp;vd_source=4cbeabc64f7fbcc6799978a369327336
BV1d5ntzuEbA,115263248865472,2,277093860464,277554267616,277093860464,320819502,滴滴头扎,5,1759171141,0,"现在是将将巴巴两年后呢兄弟 
ai的威胁远远大于"
