bv_id,oid,level,root_rpid,rpid,parent_rpid,uid,uname,user_level,ctime,like,message
BV1bc411H7q7,270241626,1,161548953632,161548953632,0,316895594,Bili_316895594,5,1681934009,40,"评论区一堆不是程序员的人在讨论一个AI能否代替程序员的工作….搞得好像自己用过GPT也是专业程序员似的…….[哈欠]
GPT用来给程序员打辅助还是很不错的 至少懂得很多API 。但是取代就为时过早了，先不说代码 ，就单从业务场景而言，很多都是自己公司项目的业务场景，对于机器学习而言的 GPT从哪里来的训练集能够给到它进行训练？全世界所有公司的业务场景都能涵盖？这种最基础的训练集都没有 你哪来解决问题的能力？"
BV1bc411H7q7,270241626,2,161548953632,161549280784,161548953632,316895594,Bili_316895594,5,1681934093,0,那些虾扯的非专业人士估计连我这段话都看不太懂吧[doge]
BV1bc411H7q7,270241626,2,161548953632,161570150400,161548953632,454782583,梦落神沦,6,1681957324,0,可是，原本三个人干的活1人+AI就足以，那其他两个人怎么办?
BV1bc411H7q7,270241626,2,161548953632,161578040192,161548953632,316895594,Bili_316895594,5,1681961478,3,回复 @梦落神沦 :基本不可能的， 三个干的活一个人+AI根本扛不住，很多时候应急的需求功能改动求的就是一个快，能够短时间快速响应需求 上手即改 ，一个人配AI时间肯定不够的 。你可以想象一下 三个人快速响应直接修改自己的写的代码快 ，还是一个人配合AI改三个人份量的代码快，问题是人家GPT还是问答式的 你改一下还得问一下[doge] 效率及其低下…….
BV1bc411H7q7,270241626,2,161548953632,161616651280,161548953632,454782583,梦落神沦,6,1681980470,0,回复 @Bili_316895594 :那只是现在啊，照这种速度发展下去，能撑几个月?
BV1bc411H7q7,270241626,2,161548953632,161626789056,161548953632,316895594,Bili_316895594,5,1681985251,4,回复 @梦落神沦 :几个月就太短了 最少都要接近十年的时间吧…… 如果要代替程序员完全工作，那将是颠覆整个互联网行业的事情了。一个软件项目的运维，需求，UI 都得完全按照人机对话的方式来。而且这也是gpt所欠缺的东西，他还得有图像识别功能对原型图生成业务逻辑代码 数据库表 还得有个超超超大的数据库存放全世界的代码信息以便迭代更新等等………. 还是需要很长时间的
BV1bc411H7q7,270241626,2,161548953632,161654345808,161548953632,454782583,梦落神沦,6,1681995623,0,回复 @Bili_316895594 :简化大部分人员可以在几年内做到
BV1bc411H7q7,270241626,2,161548953632,161657973728,161548953632,21141619,hahaZYzzz,6,1681996968,0,回复 @梦落神沦 :程序员一个人能干三个人活，你不会编程的怎么办？
BV1bc411H7q7,270241626,2,161548953632,161711817872,161548953632,686493067,-阿迈忒拉斯-,5,1682033132,0,回复 @梦落神沦 :应该是给每个组都配备一个GPT，这样每一组的效率都事倍功半，就可以减少大量的不必要的组数，其实最终效果也和你说的一样，100个人里面50个人都面临失业，因为不需要那么多了
BV1bc411H7q7,270241626,2,161548953632,220613013904,161548953632,363700570,米洛克Imik,6,1715246089,0,"但是害怕啊[笑哭]现在可能不会取代，但未来呢？
就像自行车一样你懂吧"
BV1bc411H7q7,270241626,1,161398202288,161398202288,0,1590022927,账号已注销,0,1681844784,25,有的时候觉得很多资深程序员真的没什么前瞻性，目光还是挺短浅了，举个例子，我让它扮演一个采购，给了它几个产品信息，包括品牌商品介绍价格，我告诉他选出其中价格高于200的商品，起初我认为这是个非常简单if价格，没想到它除了价格高于200的商品选出以后还给我选了个199的迪士尼的商品，还给出理由是这个商品接近200，但是品牌知名度高可能客户接受度更高，本人实测，你们自己可以亲自试试，好好琢磨琢磨这个简单的小案例说明什么
BV1bc411H7q7,270241626,2,161398202288,161451373760,161398202288,15360518,oxoq,6,1681885653,0,是的。深入使用GPT-4才可能体会到他的能力，才可能想象到未来的AGI通用人工智能会达到什么样的程度？[2023][妙啊]
