topic_id,rpid,username,ctime,message
1095988,topic,wellhome,,"【标题】云计算革了运维的命, 现在大模型革了程序员的命
【内容】
云计算 infra  as code, 迅速革了运维老哥们的命. 程序员说你们运维的活,我们 code 包了.
运维老哥们含泪下岗, 为了一家老小只好去跑滴滴,美团饿了么. 风里雨里, 满鬓双白.
结果这才几年不到, 大模型来了, 这些程序员也要被革了.
只能说, 出来混,都是要还的. 苍天饶过谁, 除了资本家.
攒钱买股权,才是正道. 可惜沉浸于技术, 知道的太晚.
云计算的口号是让 server 像电一样, 人人都能用的上.
大模型的口号是, 让编程像 cloud 一样, 人人都能用的上."
1095988,15642665,cnevil,2024-12-09 09:17:26 +08:00,"AI 这都多少年了咋还有这种论调  
最后一句换成比特币味儿就更浓了"
1095988,15642677,zfyp,2024-12-09 09:19:00 +08:00,照你这么说干啥都是没有意义的，反正不如买股票。
1095988,15642682,wellhome,2024-12-09 09:19:24 +08:00,"比特币的确 was 码农翻身的机会.
现在没了."
1095988,15642691,wellhome,2024-12-09 09:21:06 +08:00,蒸汽机是否有意义
1095988,15642695,wellhome,2024-12-09 09:22:00 +08:00,"@cnevil 虽然很多年, 能写 code 也就这两年吧."
1095988,15642699,fredweili,2024-12-09 09:22:58 +08:00,只会安装重启的运维会没活干，只会搜索复制粘贴的也会没活干
1095988,15642721,cheng6563,2024-12-09 09:26:11 +08:00,你现在还是可以买币，其风险和 10 年前也没啥区别
1095988,15642728,rqYzyAced2NbD8fw,2024-12-09 09:27:00 +08:00,"AI 这波对于个人开发者和小工作室来说，不是小好是大好。

哭爹喊娘的各位出发点都是打工仔，如果各位都能当老板，给你 AI 还会哭吗？"
1095988,15642744,maxwellz,2024-12-09 09:28:54 +08:00,信息茧房
1095988,15642752,cnevil,2024-12-09 09:29:49 +08:00,"@wellhome 现在所谓 AI 的原理就决定了他更适合做程序员的辅助，提升工作效率，你要是用 ai 做主导他给你挖了坑你都不知道  所以即使淘汰也是淘汰那种只会 crud 遇到问题就百度的，这种淘汰不淘汰的有什么区别吗
就像之前互联网兴起之后各种互联网+，AI 兴起也会带动传统行业 AI+，随着新技术你应该看到新的可能性，而不是在那自怨自艾没有买股票，你是没看到股票保卫 2600 的时候？"
1095988,15642761,duanxianze,2024-12-09 09:30:53 +08:00,有点难绷....AI 能写代码那它就能干所有人类的工作，不要用有限的视角预言未来的事，蒸汽列车的出现不是单纯替代了马车，而是创造了跨城甚至更远的货运需求，计算机发明的时候可没想过是让你听歌看视频玩游戏的，op 这种论调太狭隘了
1095988,15642796,lllllliiii,2024-12-09 09:36:23 +08:00,你是程序员吗，或者说你有多久没工作过了。。。
1095988,15642797,Configuration,2024-12-09 09:36:32 +08:00,好奇你接触到的运维和程序员都是些什么水平的
1095988,15642819,wuwuta170,2024-12-09 09:39:23 +08:00,@cheng6563 现在不行了。 没有那种大的空间了
1095988,15642843,QGabriel,2024-12-09 09:43:02 +08:00,哪个 ai 能写实际代码了
1095988,15642845,peaSh00ter,2024-12-09 09:43:37 +08:00,你在说什么？
1095988,15642882,tinycold,2024-12-09 09:47:36 +08:00,哥们儿进传销了？
