topic_id,rpid,username,ctime,message
1110109,topic,levin56,,"【标题】我怎么感觉现在， AI 对编程的辅助，并没有网上讨论的那样夸张
【内容】
现在 80%的代码还是自己写的，现在 ai 大致替代了之前搜索 Google 和 stackoverflow 的这一部分，为什么会这样，最主要的是通用型及一些辅助的 utility ai 作用比较大，因为这类代码关联的业务上下文比较少。
一般情况，你需要告诉 ai 你需要做什么，而现实我的情况是，我写完代码之前，我都不知道整体的思路会是怎么样的，边写才边清楚的。而且很多场景，等我写完给 ai 的描述需求一大段文字，或者把关联的文件代码上上下文一个个找出来打上去的时候，这段时间我自己代码都写完了，所以很多时候，除了通用型 utility 等与具体业务关联不强的，基本上是自己写，因为写文字需求和写代码几乎是等效的。
tab 提示对于小型项目效果也还可以，但是我们实际场合大多数是大型复杂业务的项目，这时候效果就会大打折扣。"
1110109,15880438,hello2090,2025-02-09 17:30:15 +08:00,反正我一点编程基础没有，用 cursor 三天写出一个程序上架，已经赚了不少钱了。可以加我微信群聊聊怎么一起赚钱。这是我的二维码
1110109,15880536,sagaxu,2025-02-09 18:09:58 +08:00,反正我一点编程基础没有，用 cursor 两天写出一个程序上架，已经赚了不少钱了。可以加我微信群聊聊怎么一起赚钱。这是我的二维码
1110109,15880546,amlee,2025-02-09 18:15:38 +08:00,反正我一点编程基础没有，用 cursor 三天写出一个程序上架，已经赚了不少钱了。可以加我微信群聊聊怎么一起赚钱。这是我的二维码
1110109,15880547,Subilan,2025-02-09 18:16:16 +08:00,反正我一点编程基础没有，用 cursor 三天写出一个程序上架，已经赚了不少钱了。可以加我微信群聊聊怎么一起赚钱。这是我的二维码
1110109,15880549,jeesk,2025-02-09 18:18:09 +08:00,"反正我一点编程基础没有，用 cursor 三天写出一个程序上架，已经赚了不少钱了。

要学吗？ 我教你呀，先发我 2000 红包。"
1110109,15880551,foufoufm,2025-02-09 18:18:36 +08:00,"楼上的已经证明了一件事，AI 的力量体现在没有接触过代码的人身上。

就拿最简单的 SQL 来说，以前我碰到复杂嵌套的 sql 都懒得看，碰到性能优化就蒙圈，现在在 ai 的帮助下能覆盖以前一些做不到的场景了。

所以你可以这么想，ai 产品像是基础架构，怎么用 ai 变成别的东西，是使用者的场景、能力和资源的整合。"
1110109,15880563,ALLROBOT,2025-02-09 18:23:21 +08:00,"我完全没有编程基础，但用了三天时间用 cursor 开发出一个程序，并成功上架，目前已经赚得不少收入。

如果你有兴趣学习，我可以教你。首先，请先给我发一个 666666 元的红包作为学费"
1110109,15880564,fox0001,2025-02-09 18:24:00 +08:00,楼主该用用 DeepSeek-r1 ，效果很惊艳
1110109,15880567,julyclyde,2025-02-09 18:25:00 +08:00,"你的感觉是正确的
但你的说法是政治不正确的"
1110109,15880569,Subilan,2025-02-09 18:25:22 +08:00,"正经地说，现阶段没有任何代码知识，想单靠 AI 拼凑出程序的人并不是没有，少数还特别自信（亲身经历）。

个人认为这种行为和从 GitHub 上面复制粘贴代码，缝合出一个程序还是有本质区别的，AI 生成的内容归根结底是没有依据的，只是模型推断出应该这样写而已，能运行也只能算是碰巧。当然，也会有人在这方面进行优化，造出一些特化的 AI ，具体的不了解。

我还是倾向于用 AI 帮我编写正则表达式，自己测试再投入应用，以及类似的用途。楼上说的 SQL 我觉得也是个不错的应用场景。"
1110109,15880583,sn0wdr1am,2025-02-09 18:30:10 +08:00,AI 是辅助驾驶，不是无人驾驶。
1110109,15880592,Leoking222,2025-02-09 18:33:06 +08:00,反正我一点编程基础没有，用 cursor 两天写出一个程序上架，已经赚了不少钱了。可以加我微信群聊聊怎么一起赚钱。这是我的二维码
1110109,15880631,vivianLi7,2025-02-09 18:53:10 +08:00,"看到大家都在调侃，我说下自己的浅见：AI 对编程的辅助，更多的是取决使用者自身的水平

如果是你一名专业性较强的开发者，那么 AI 就相当于几名员工，你只需要做好串联性工作，以及 review 就行，整体来说是事半功倍。

对于初级开发或者完全无开发经验的人来说，比如产品经理，如果自身逻辑性强，并且足够自驱，那么 AI 能帮你做不少事情的"
1110109,15880674,ShadowPower,2025-02-09 19:16:21 +08:00,其实很有用，但必须自己当架构师，自己负责代码质量，让 AI 当你的助手，帮你干苦力活。
1110109,15880687,ChrisFreeMan,2025-02-09 19:21:56 +08:00,哎，看来我的 DNS 出了问题了，一直都刷不出大家的二维码，本来我想进群打钱的。
1110109,15880696,jie63823aa,2025-02-09 19:25:14 +08:00,反正我一点编程基础没有，用 cursor 两天写出一个程序上架，已经赚了不少钱了。可以加我微信群聊聊怎么一起赚钱。这是我的二维码
