answer_id,level,comment_id,parent_id,author_name,gender,ip_location,like_count,created_at,content
1953457553930434238,1,11295440118,0,杨扬,男,上海,140,2025-09-22 15:05:21,<p>100年前的凯恩斯：21世纪每天只用工作三小时[发呆]</p>
1953457553930434238,1,11295724230,0,李争,男,浙江,94,2025-09-22 15:00:41,<p>杰文斯悖论。假设一个家庭换了一辆更节能的汽车，百公里油耗从10升下降到了8升，看起来这个家庭的油费支出应该会下降才对，可实际情况是，家庭每月支付的油费很可能会更多，因为他们会在更多场合下选择开车，行驶总距离将会变长.相似的例子还有很多，比如更节能的空调造成人们对空调的使用时间大大拉长，对电力的需求反而更大；电子产品生产技术的成熟降低了手机、电脑等商品的单耗和价格，但也形成了更广泛的普及使用人数成倍增加，电池等高污染组件对环境的污染有增无减；某些发达国家曾提出主动减少石油的使用，可是石油价格下降后更多的国家扩大了石油制品的需求石油消耗反而变得更大了。</p>
1953457553930434238,2,11295751875,11295724230,风过纳格兰,未知,上海,0,2025-09-22 15:55:03,那是因为需求在不断扩大，早先那会大专生只要学计算机工作随便找，现在普通本科生工作都不好找了
1953457553930434238,2,11295895205,11295724230,黄焖鸡米饭,未知,山东,0,2025-09-22 15:59:59,这还受大学扩招的影响，并不能完全说明需求减少了。
1953457553930434238,1,11295584370,0,迟到的南雨亭,男,湖北,47,2025-09-22 15:28:59,<p>举个简单例子，硬盘越来越大，结果装几个电影就满了。</p><p>内存越来越大，装个X信就满了[捂脸][捂脸]</p>
1953457553930434238,2,11295954037,11295584370,面朝大海,男,河北,1,2025-09-22 15:42:34,<p>你把微信聊天记录都删了硬盘不就宽敞了[大笑]</p>
1953457553930434238,2,11295469993,11295584370,是经济危机,男,山东,3,2025-09-22 15:46:22,<p>每年都有新老师，咋可能宽敞[酷]</p>
1953457553930434238,1,11296192539,0,Penguin,女,湖北,23,2025-09-22 16:54:09,理解到了本质，之前是假定需求不变的前提，需要人数会变少。实际是需求总会榨干人力资源。
1953457553930434238,1,11295988954,0,Zavier,男,广东,21,2025-09-22 18:06:12,错误归因，2000年至今的需求增长是互联网渗透率的逐步提高，而非工具效率提高。我们的网民和用户时长增长已经接近上限，不可刻舟求剑
1953457553930434238,2,11297636108,11295988954,诸葛不亮,男,天津,8,2025-09-24 09:31:23,<p>然而文中说的根本不是互联网增长时代，就是讲现在存量时代下，厂商互卷的现状</p>
1953457553930434238,2,11298227352,11295988954,murnn,男,上海,8,2025-09-25 13:32:27,世界上9成9的行业自动化程度还处在很低很低的水平，现在没推动是因为他们利润太低，不能和互联网公司一样拿着投资人的钱雇溢价的码农，只要产出单位代码的成本持续降低，有的是市场
1953457553930434238,1,11295495074,0,Paul,男,江苏,12,2025-09-22 14:23:18,<p>这建立在需求上涨的情况下，但是现在的很多行业的问题是，没有新需求。</p><p>当产出固定的时候，提高效率就是在降低成本（指）。</p>
1953457553930434238,2,11295780324,11295495074,傻乎乎,未知,日本,7,2025-09-22 14:56:53,想要没新需求，你得杀掉产品。没有需求也要创造需求，产品也有KPI的。
